Skeleton ID,Frontal - Left,Frontal - Right,Parietal - Left,Parietal - Right,Occipital,Temporal - Left,Temporal - Right,Sphenoid,Ethmoid,Vomer,Nasal - Left,Nasal - Right,Zygomatic - Left,Zygomatic - Right,Maxilla - Left,Maxilla - Right,Palatine - Left,Palatine - Right,Hyoid,Mandible,Unidentified Cranial Fragments,LXI1,LXI2,LXC,LXPM3,LXPM4,LXM1,LXM2,LXM3,RXI1,RXI2,RXC,RXPM3,RXPM4,RXM1,RXM2,RXM3,LNI1,LNI2,LNC,LNPM3,LNPM4,LNM1,LNM2,LNM3,RNI1,RNI2,RNC,RNPM3,RNPM4,RNM1,RNM2,RNM3,Clavicle - Left,Clavicle - Right,Scapula - Left,Scapula - Right,Patella - Left,Patella - Right,Sacrum,Ilium - Left,Ilium - Right,Ischium - Left,Ischium - Right,Pubis - Left,Pubis - Right,Coccyx,C1,C2,C7,C3-6,T1-9,T10,T11,T12,L1,L2,L3,L4,L5,LXdI1,LXdI2,LXdC,LXdM1,LXdM2,RXdI1,RXdI2,RXdC,RXdM1,RXdM2,LNdI1,LNdI2,LNdC,LNdM1,LNdM2,RNdI1,RNdI2,RNdC,RNdM1,RNdM2,Vertebral Fragments,Sternum,1st Rib - Left,1st Rib - Right,2nd Rib - Left,2nd Rib - Right,11th Rib - Left,11th Rib - Right,12th Rib - Left,12th Rib - Right,3-10 Ribs - Left,3-10 Ribs - Right,Ribs - Unsided,Humerus - Left,Humerus - Right,Radius - Left,Radius - Right,Ulna - Left,Ulna - Right,Femur - Left,Femur - Right,Tibia - Left,Tibia - Right,Fibula - Left,Fibula - Right,Talus - Left,Talus - Right,Calcaneus - Left,Calcaneus - Right,Carpals - Left,Carpals - Right,Metacarpals - Left,Metacarpals - Right,Hand Phalanges,Tarsals - Left,Tarsals - Right,Metatarsals - Left,Metatarsals - Right,Foot Phalanges,Inventory Comments,Ossified Cartilage,Rhomboid Fossa - L,Rhomboid Fossa - R
"F9B",1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,"1","5",0,0,0,0,0,0,0,0,,,,"3","2",,,,,,,,"2","3","3",,,,,,0,0,0,0,0,0,1,0,0,0,"8","2","3","Distal Third","Complete","Prox Third","Complete","Complete","Complete","Prox Third","Prox Third","Complete","Complete","Middle Third","Middle Third",0,0,0,0,,,,,,,,,,,"LNM1 partially mineralized but not complete.",0,,"Absent"
"F9C",0,1,0,0,1,0,1,1,0,0,0,0,0,1,1,1,0,0,0,1,10,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,"3","9",1,0,1,0,0,0,1,1,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,0,0,0,0,0,"5","8","5","Complete","Complete",,,,"Complete",,,,"Complete","Middle Third","Complete",0,1,1,1,,,,,,,,"1","1",,"4 unsideable MTs.",0,"Absent","Absent"
"F9D",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,"0","0","0",,,"Middle Third",,,"Middle Third","Middle Third","Prox Third","Middle Third","Middle Third",,,0,0,0,0,,,,,,,,,,,"R femur also includes the femoral head epiphysis.",0,,
"T10",1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1,1,"4","9",1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,10,1,1,1,0,1,0,0,1,0,"0","4","50","Complete","Complete","Complete","Complete","Complete","Complete","Complete","Complete","Complete","Complete","Complete","Complete",1,1,1,1,"lun, ham","lun, ham, cap, scaph","1, 2, 3, 4, 5","1, 2, 3, 4, 5","10 prox, 3 interm, 1 dist","cub, navic, 1st, 2nd, 3rd cunei","cub, navic, 1st, 2nd, 3rd cunei","1, 2, 3, 4, 5","1, 2, 3, 4, 5","10 prox, 7 interm, 4 distal","One sesamoid bone bagged with the feet.",0,"Absent","Absent"
"T11",1,1,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1,0,"4","9",0,0,0,0,1,1,1,1,,,,,,,,,,,,,,,,,,,,,10,1,1,1,0,0,0,0,0,0,"0","0","20","Prox Epiph","Complete","Complete","Complete","Complete","Complete","Complete","Complete","Complete","Complete","Distal Third","Distal Third",1,1,1,1,"cap, lun, scaph, ham, triq","lun, scaph, less mult, cap, gr mult, pisiform","2, 3, 4, 5","1, 2, 3, 4, 5","P - 10; I - 5; D - 3","cuboid, navicular, 1st, 2nd, 3rd cunei","cuboid, navicular, 1st, 2nd, 3rd cunei","1, 2, 3, 4, 5","1, 2, 3, 4, 5","P - 9; I - 1; D - 2","LXC not in occlusion.  Possibly impacted.  Feet include many proximal and distal epiphyses.",0,"Unknown (fragmented clavicle)","Absent"
"T12",0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,1,0,0,1,1,0,"4","9",1,1,1,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,50,1,0,0,0,0,0,0,0,0,"0","0","50","Middle Third",,"Distal Third",,,"Middle Third","Complete","Complete","Prox Third","Prox Epiph","Middle Third",,1,1,1,1,,"cap, ham, lun",,,,,,,,"1 prox","1 MT as well, unsure which one or side.  Skeleton is very fragmentary and crumbly.",0,"Absent",
"T13",0,0,0,0,1,1,1,1,0,0,0,1,1,1,1,1,0,0,1,1,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,"4","7",0,0,0,0,1,1,1,1,,,,,,,,,,,,,,,,,,,,,30,1,1,1,0,0,0,0,0,0,"3","3","20","Middle Third","Distal Third","Middle Third","Middle Third","Complete","Prox Third","Prox Third","prox third / distal third","Distal Third","Prox Third","Distal Epiph","Distal Epiph",1,1,0,0,"cap, ham, scaph, less mult","cap, triq, less mult","3, 4","1, 3, 4","6 prox, 2 interm, 2 dist","cuboid, navic, 2nd cunei","cuboid, 1st, 3rd cunei","2, 3, 4, 5","2, 3, 4, 5","5 prox","Also included: 4 unsideable MCs.  All bones are very fragmentary.  Lots of the skull is present, but it is fragmented.  Parietals are present, and portions of the frontal are as well.  Frags of a calcaneus too. Incus fell out of R EAM.",0,"Unknown (fragmented clavicle)","Absent"
"T14",1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,0,0,1,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,"4","9",1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,3,1,1,1,1,1,1,1,0,0,"7","8","10","Complete","Complete","Complete","Complete","Complete","Complete","Complete","Complete","Complete","Complete","Complete","Complete",1,1,1,1,"cap, ham, scaph, triq, gr mult, less mult","cap, ham, lun, scaph, gr mult, less mult, triq, pisi","1, 2, 3, 4, 5","1, 2, 3, 4, 5","10 prox, 8 interm, 10 distal","cuboid, navic, 1st, 2nd, 3rd cunei","cuboid, navic, 1st, 2nd, 3rd cunei","1, 2, 3, 4, 5","1, 2, 3, 4, 5","8 prox, 4 interm, 5 distal","One sesamoid bone in hand (very small).",0,"Absent","Unknown (clavicle fragmented)"
"T15",1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"4","9",1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,20,1,1,1,1,0,0,1,0,0,"8","3","20","Complete","Complete","Complete","Complete","Complete","Complete","Complete","Complete","Complete","Complete","Complete","Complete",1,1,1,1,"cap, ham, lun, scaph, gr mult, less mult, triq, pisi","cap, ham, lun, scaph, gr mult, less mult, triq, pisi","1, 2, 3, 4, 5","1, 2, 3, 4, 5","10 prox, 7 interm, 6 distal","cuboid, 1st, 2nd, 3rd cunei, navicular","navicular, 1st cunei","1, 2, 3, 4, 5","1, 2, 3, 4, 5","9 prox, 3 interm, 3 distal",,0,"Absent","Absent"
"T16",1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,0,0,1,1,10,1,0,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1,1,1,"4","7",0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,10,1,0,1,0,1,0,0,0,0,"7","6","30","Complete","Prox Epiph","Distal Third",,"Complete",,"Distal Third","Distal Third",,,,,0,0,0,1,,,"5",,"1 prox",,,,,,"Two additional tooth roots destroyed by carious lesions; impossible to identify and side.  Three subadult hand bones included with L humerus: a MC, a scaphoid, and a prox phalanx.  Not analyzed.",0,"Absent","Unknown (clavicle fragmented)"
"T17",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1,1,1,0,0,1,0,0,0,,"8",1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,5,1,1,0,1,0,0,0,0,0,"7","6","0",,"Complete",,"Complete",,"Complete","Complete","Complete","Complete","Complete","Complete","Distal Third",1,1,1,1,"cap, lun, triq","cap, ham, less mult",,"1, 2, 3, 4, 5","5 prox, 4 interm, 3 distal (2 1st)","cub, navic, 1st, 2nd, 3rd cunei","cub, navic, 1st, 2nd, 3rd cunei","1, 2, 3, 4, 5","1, 2, 3, 4, 5","10 prox; 3 interm; 3 distal","Pisiform present, unsideable. Coccyx fused with S1-5.",0,,"Unknown (clavicle fragmented)"
"T18",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,"4","9",1,1,1,0,0,0,1,1,,,,,,,,,,,,,,,,,,,,,20,1,1,1,0,0,0,0,0,0,"0","0","20","Complete","Distal Third","Complete","Complete","Complete","Complete","Complete","Complete","Complete","Complete","Distal Third","Complete",1,1,1,1,"cap, ham, scaph, lun, less mult, triq","cap, ham, scaph, less mult, gr mult","2, 3, 4, 5","1, 2, 3, 4","L - 3 P, 2 I, 1 D; R - 5 P, 1 I","cub, nav, 1st cun, 3rd cun","cub, nav, 1st cun, 2nd cun, 3rd cun","1, 2, 3, 4, 5","1, 2, 3, 4, 5","2 1st prox; 5 prox","RXM3 is fully formed, but not in occlusion.  Appears to be impacted.  Congenital absence of LXM3.",0,"Absent","Unknown (clavicle fragmented)"
"T19",1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,0,0,1,1,50,1,1,1,0,1,0,0,0,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,"4","5",0,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,,,,,,50,1,0,1,0,0,0,0,0,0,"0","0","50","Distal Third","Middle Third","Complete","Complete","Complete","Complete","Complete","Complete","Complete","Complete","Complete","Complete",1,1,1,1,"cap, ham, lun, scaph, triq, gr mult, less mult","cap, ham, lun, triq, gr mult, pisiform","1, 2, 3, 4, 5","1, 2, 3, 4, 5","L - 5 P, 4 I, 2 D; R - 5 P, 4 I, 3 D","cub, nav, 1st, 2nd, 3rd cunei","cub, nav, 1st, 2nd, 3rd cunei","1, 2, 3, 4, 5","1, 2, 3, 4, 5","L - 5 P, 4 I, 3 D; R - 5 P, 1 I, 1 D","4 sesamoid bones in feet.",0,"Present","Present"
"T20",1,1,0,1,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,1,50,1,1,1,0,1,1,1,0,1,1,1,1,0,1,1,0,1,1,1,0,0,1,1,0,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,"4","9",1,1,1,1,1,1,1,1,,,"4",,"4",,,"4",,"4",,,,"4","4",,,"4","4","4",0,1,1,1,1,1,1,1,0,0,"8","7","0","Distal Third","Complete","Complete","Complete","Complete","Complete","Complete","Complete","Distal Third","Complete","Complete","Complete",1,1,1,1,"cap, ham, lun, triq","lun, scaph, triq","1, 2, 3, 4, 5","1, 2, 3, 4, 5","7 prox, 3 interm, 1 distal 1st","nav, 2nd cunei","nav, cub, 1st cunei, 2nd cunei, 3rd cunei","1, 2, 3, 4, 5","1, 2, 3, 4, 5","10 prox (2 1st)","Lots of epiphyses found (prox radius, etc).  Well-excavated burial.  M2s worn almost completely down.",0,"Absent","Unknown (clavicle fragmented)"
"T21",1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,10,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,"4","9",1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,10,1,1,1,0,0,0,0,0,0,"8","3","6","Complete","Complete","Complete","Complete","Complete","Complete","Complete","Complete","Prox Epiph","Prox Epiph","Middle Third","Middle Third",0,0,0,0,"ham, scaph, triq, cap, lun, gr mult","ham, scaph, triq, cap, lun, less mult","1, 2, 3, 4, 5","1, 2, 3, 4, 5","L - all; R - 5 prox, 4 int, 4 dist",,,,,,"While removing dirt from between the mandible and maxilla, discovered a tooth from another individual: NXP3.  Check site report to see if another person was buried below?",0,"Absent","Present"
"T22",0,1,1,1,0,1,1,0,0,0,0,0,1,1,1,1,1,0,0,1,20,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,,"3",0,0,0,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,100,0,0,0,0,0,0,0,0,0,"0","0","0","Complete","Complete","Complete","Complete","Complete","Complete","Complete","Complete","Complete","Complete","Complete","Complete",1,1,1,1,"cap, ham, lun, scaph, gr mult, less mult, triquetral","ham, scaph, less mult, pisi","1, 2, 3, 4, 5","1, 2, 3, 4, 5","10 prox, 6 interm, 9 distal","nav, 1st, 2nd, 3rd cunei","cub, nav, 2nd cunei, 3rd cunei","1, 2, 3, 4, 5","1, 2, 3, 4","7 prox","Anthro notes indicate more verts than able to reconstruct, particularly C spine.  Only missing RXM1 of all the teeth.",0,"Unknown (fragmented clavicle)","Absent"
"T23",1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,20,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,"4","9",1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,10,1,1,1,0,1,0,0,0,0,"8","6","50","Complete","Complete","Complete","Complete","Complete","Complete","Complete","Complete","Complete","Complete","Complete","Complete",0,1,1,0,"cap, ham, lun, triq, gr mult, less mult, scaph","ham, scaph, triq, gr mult, less mult","1, 2, 3, 4, 5","1, 2, 3, 4, 5","9 prox, 5 interm, 5 distal","cuboid, navicular, 1st, 2nd, 3rd cuneiforms","cuboid, navicular, 1st, 2nd, 3rd cuneiforms","1, 2, 3, 4, 5","1, 2, 3, 4, 5","10 prox, 4 interm, 3 distal","Also included: one pisiform.  Separate epiphyses include: left iliac crest, left humeral head.",0,"Present","Present"
"T24",1,1,0,1,1,1,1,0,0,0,1,1,1,1,1,1,0,0,1,1,20,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,"2","5",0,0,0,1,1,1,0,0,,,,,,,,,,,,,,,,,,,,,20,1,1,1,0,0,0,0,0,0,"0","0","50","Complete","Complete","Complete","Complete","Complete","Complete","Complete","Complete","Complete","Complete","Complete","Complete",1,1,1,1,"cap, lun, ham, scaph, triq, pisi","cap, lun, scaph, gr mult, less mult","1, 2, 3, 4, 5","1, 2, 3, 4, 5","10 prox, 7 interm, 4 distal","nav, cub, 1st, 2nd, 3rd cunei","nav, cub, 1st, 2nd, 3rd cunei","1, 5","5","4 prox","5 MTs unsideable.  One sesamoid bone from feet.",0,"Unknown (fragmented clavicle)","Unknown (clavicle fragmented)"
"T25",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,"0","0","0","Distal Third",,,,,,"Middle Third",,"Middle Third","Middle Third","Middle Third","Middle Third",0,1,0,0,,,,,,,,,,"1 prox 1st","Also included: a fragment of acetabulum, unknown side.  R talus is fragmented.",0,,
"T26",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,"0","0","0",,"Middle Third","Distal Third",,,"Middle Third","Middle Third",,,,,,0,0,0,0,,,,"one (MC2-5)",,,,,,,"This individual is composed of crumbly fragments.  Included in the inventory are only those that could be identified.  Numerous other fragments exist and were not counted.  Also one fragment of a mastoid process; unsideable.",0,,
"T27",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,20,0,0,0,0,0,0,0,0,0,"0","0","20","Middle Third",,,,,,,,,,,,0,0,0,0,,,,,,,,,,,"Fragments of femur, fibula, ribs, verts, and ulna also present.  Not enough to side the bones.  Fragment of mandible.",0,,
"T28",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,"3","9",1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,10,1,1,1,1,1,1,0,0,0,"8","6","10","Complete","Complete","Complete","Complete","Complete","Complete","Complete","Complete","Complete","Complete","Complete","Complete",1,1,1,1,"cap, ham, lun, triq, gr mult, less mult, scaph",,"1, 2, 3, 4, 5",,"5 prox, 5 interm, 3 distal","nav, cuboid, 1st cun, 2nd cun, 3rd cun","nav, cuboid, 1st cun, 2nd cun, 3rd cun","1, 2, 3, 4, 5","1, 2, 3, 4, 5","10 prox, 6 interm, 6 dist","One loose stapes.  No right hand.  Sesamoid bone in the left foot.  Congenitally absent NM3s.  Sternum = manubrium, corpus, xyphoid.  Sesamoid bone in left foot.",0,"Absent","Absent"
"T29",1,1,0,0,1,1,1,1,0,0,0,0,1,1,1,0,0,0,1,1,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,1,1,0,"4","7",0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,50,1,0,1,0,0,0,0,0,0,"0","0","50","Prox Third",,"Complete",,"Complete",,,,"Prox Third",,,,0,0,0,0,,,,,,,,,,,"All remains fragmentary.  One malleus found as well.  Hyoid consists of one of the cornua.  Long bone fragments also found.",0,"Absent","Absent"
"T30",0,1,1,1,1,0,0,1,0,0,0,1,1,1,1,1,0,0,0,1,20,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,"4","7",0,0,1,1,1,0,0,1,,,,,,,,,,,,,,,,,,,,,20,1,0,1,0,0,0,0,0,0,"4","3","30","Complete","Complete","Complete","Complete","Prox Third","Prox Third","Complete","Complete","Complete","Prox Third","Complete","Middle Third",0,0,0,0,"cap, lun, scaph, triq","cap, lun, scaph, ham, gr mult, less mult","1, 2, 3, 4, 5","1, 2, 3, 4, 5","9 prox, 6 interm, 3 distal",,,,,,,0,"Absent","Absent"
"T31",1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,"4","9",1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,0,1,1,1,1,0,0,1,1,1,"8","8","10","Distal Third","Complete","Complete","Complete","Complete","Complete","Complete","Complete","Complete","Complete","Complete","Complete",1,1,1,1,"cap, ham, lun, scaph, gr mult, less mult, pisi","cap, ham, lun, scaph, triq, gr mult, less mult, pisi","1, 2, 3, 4, 5","1, 2, 3, 4, 5","10 prox, 4 interm, 3 distal","cub, navic, 1st cunei, 3rd cunei","cub, navic, 1st, 2nd, 3rd cunei","1, 2, 3, 4, 5","1, 2, 3, 4, 5","10 prox, 6 interm, 6 distal","Fused interm and distal toe phalanges, counted as individual bones above.  2 sesamoid bones in the feet.",1,"Absent","Present"
"T32",1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,"4","9",1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,0,1,1,1,1,0,0,1,1,0,"5","7","20","Complete","Complete","Complete","Complete","Complete","Complete","Complete","Complete","Complete","Complete","Complete","Complete",1,1,1,1,,,"1, 2, 3, 5","4, 5","8 prox, 4 interm, 2 distal","cub, navic, 1st, 2nd, 3rd cunei","cub, navic, 1st, 2nd, 3rd cunei","1, 2, 3","1, 2, 3, 4, 5","10 prox; 2 dist (1st)","Numerous epiphyses, particularly in feet and hands, present.  Missing all forearm epiphyses and proximal L fibula epiphysis; pelvic epiphyses; L scap acrom process.  Present include one hyoid horn and one sesamoid foot bone.",0,"Absent","Absent"
"T33",1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,0,0,1,1,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1,1,0,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,"3","9",1,1,1,0,1,1,0,1,,,,,,,,,,,,,,,,,,,,,0,1,1,1,1,0,0,0,0,0,"6","7","30","Complete","Complete","Complete","Complete","Complete","Complete","Complete","Complete","Complete","Complete","Complete","Complete",1,1,0,1,"cap, ham, lun, scaph, gr mult, triq, pisi","cap, ham, lun, scaph, less mult, triq","1, 2, 3, 4, 5","1, 2, 3, 4, 5","L - 5 P, 4 I, 2 D; R - 5 P, 4 I, 3 D",,"cuboid",,,,"Congenital absence of M3s.  Unsure if absence of RXM3 congenitally or taphonomically.  4 MTs, hard to side or number.",0,"Absent","Absent"
"T34",1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,1,0,0,0,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,"2",,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,100,0,1,0,0,0,0,0,0,0,"0","0","100","Distal Third","Distal Third","Prox and Distal Thirds","Complete","Middle Third","Complete","Complete","Complete","Complete","Complete","Complete","Complete",1,1,1,1,"scaph, gr mult","scaph, cap, gr mult,","1, 2, 3, 4, 5","1, 2, 3, 4","8 prox, 4 interm, 4 dist","cub, navic, 1st, 2nd, 3rd cunei","navic, 1st, 2nd, 3rd cunei","1, 2, 3, 4, 5","1, 2, 3, 4, 5","8 prox, 1 interm","Cranium is in pieces.  The inventory reflects the types of bones that I found the most of.  There are at least 3 L verts.  The thorax is badly preserved, however, and it is difficult to separate elements.  Large sesamoid bone attached to R MT1.",0,"Unknown (fragmented clavicle)","Unknown (clavicle fragmented)"
"T35",0,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,0,0,1,10,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,"4","9",1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,10,1,1,1,0,1,0,0,0,0,"0","7","30","Distal Third","Complete","Complete","Complete","Complete","Complete","Complete","Complete","Complete","Complete","Complete","Complete",1,1,1,1,"cap, ham, lun, scaph, pisi, triq, gr mult","cap, ham, lun, scaph, pisi, triq, gr mult, less mult","1, 2, 3, 4, 5","1, 2, 3, 4, 5","10 prox, 7 interm, 7 distal","nav, cub, 1st cunei, 3rd cunei","nav, cub, 1st cunei, 2nd cunei","1, 2, 3, 4, 5","1, 2, 3, 4, 5",,"Congenital absence of all M3s.",0,"Present","Present"
